"id","price"
198,217.68
199,219.14
200,223.47
201,224.1
202,225.51
203,225.82
204,226.22
205,228.93
206,229.86
207,230.26
208,230.56
209,230.81
210,232.42
211,233.83
212,234.77
213,235.78
214,235.95
215,237.81
216,241.57
217,241.85
218,244.52
219,244.81
220,245.52
221,246.98
222,247.33
223,247.37
224,249.03
225,249.11
226,249.23
227,249.6
228,249.85
229,249.92
230,254.06
231,254.27
232,255.32
233,256.21
234,256.39
235,257.06
236,258
237,260.29
238,260.94
239,261.36
240,261.88
241,263.53
242,264.12
243,264.22
244,266.72
245,269.11
246,269.22
247,270.7
248,271.76
249,272.4
250,274.22
251,274.37
252,276.44
253,277.07
254,277.64
255,278.43
256,279.5
257,279.67
258,283.24
259,283.53
260,284.63
261,286.38
262,286.54
263,287.15
264,287.82
265,288.27
266,288.34
267,288.59
268,288.75
269,290.37
270,293.68
271,294.86
272,295.81
273,296.29
274,296.5
275,297.74
276,299.53
277,299.59
278,300.26
279,300.58
280,301.53
281,302.71
282,302.94
283,303.2
284,303.36
285,303.47
286,303.89
287,307.37
288,309.8
289,310.42
290,310.62
291,310.71
292,311.27
293,312.9
294,313.15
295,313.17
296,314.32
297,314.62
298,317.61
299,317.95
300,318.43
301,319.21
302,319.4
303,322.92
304,324.59
305,325.68
306,327.04
307,329.68
308,333.13
309,335.06
310,335.21
311,335.67
312,336.63
313,338.15
314,338.47
315,338.7
316,341.48
317,341.54
318,342.16
319,343.66
320,347.69
321,349.94
322,352.95
323,355.19
324,358.03
325,358.14
326,359.02
327,363.36
328,364.53
329,365.24
330,366.98
331,368.28
332,368.3
333,368.31
334,369.5
335,372.5
336,373.43
337,373.77
338,374.97
339,375.29
340,376.26
341,376.58
342,377.64
343,378.34
344,379.81
345,381.36
346,381.45
347,381.76
348,381.93
349,382.64
350,383.31
351,383.39
352,383.64
353,385.74
354,386.77
355,387.38
356,388.22
357,389.45
358,390.65
359,390.75
360,391.35
361,392.04
362,393.3
363,393.81
364,395.24
365,395.79
366,399.37
367,399.89
368,400.88
369,401.48
370,402.06
371,402.11
372,403.12
373,404.16
374,404.83
375,405.65
376,408.02
377,408.82
378,409.25
379,409.68
380,409.88
381,410
382,410.66
383,412.27
384,412.57
385,412.7
386,414.3
387,414.43
388,414.51
389,416.06
390,416.63
391,418.26
392,423.61
393,426.07
394,427.02
395,427.05
396,427.43
397,428.98
398,429.88
399,430.94
400,431.21
401,431.61
402,434.58
403,435.74
404,436.03
405,437.47
406,438.15
407,439.55
408,441.22
409,441.76
410,442.1
411,442.57
412,442.92
413,443.79
414,444.48
415,444.67
416,445.24
417,445.6
418,447.33
419,447.5
420,449.11
421,450.14
422,450.4
423,451.01
424,451.72
425,452.28
426,452.76
427,454.3
428,460.05
429,460.98
430,461.18
431,461.88
432,463.32
433,464.63
434,465.49
435,465.94
436,466.12
437,466.54
438,466.76
439,467.01
440,467.76
441,468.7
442,470.63
443,470.7
444,474.17
445,476.56
446,477.19
447,477.74
448,477.87
449,478.07
450,482.27
451,482.67
452,485.32
453,486.81
454,487.78
455,492.1
456,492.85
457,494.69
458,496.2
459,496.66
460,497.19
461,497.59
462,499.2
463,501.79
464,502.76
465,503.46
466,503.51
467,504.06
468,507.78
469,510.6
470,510.66
471,511.18
472,514.63
473,514.75
474,515.28
475,516.19
476,519.77
477,522.08
478,524.06
479,524.4
480,524.57
481,526.74
482,527.75
483,528.92
484,528.96
485,530.08
486,530.09
487,530.16
488,531.54
489,531.69
490,532.48
491,532.71
492,532.98
493,533.89
494,533.92
495,534.4
496,534.55
497,534.66
498,535.19
499,536.13
500,538.74
501,543.07
502,543.51
503,543.54
504,545.2
505,546.91
506,546.93
507,547.14
508,549.05
509,551.74
510,552.35
511,553.23
512,553.94
513,560.62
514,560.72
515,561.26
516,562.1
517,563.13
518,563.26
519,565.04
520,565.99
521,566.19
522,567.24
523,567.52
524,569.59
525,573.4
526,574.45
527,575.07
528,575.13
529,576.23
530,577.35
531,578.09
532,579.64
533,581.17
534,581.7
535,582.1
536,582.22
537,585.79
538,587.05
539,587.35
540,587.47
541,588.93
542,589.11
543,589.9
544,591.56
545,591.63
546,592.2
547,592.54
548,592.66
549,593.09
550,593.63
551,596.23
552,596.5
553,597.51
554,598.27
555,598.63
556,600.35
557,601.83
558,602.91
559,604.55
560,604.76
561,607.8
562,609.64
563,611.61
564,613.23
565,614.01
566,614.72
567,616.05
568,616.75
569,616.84
570,617.03
571,617.24
572,617.42
573,617.45
574,618.22
575,619.84
576,621.54
577,621.7
578,621.72
579,622.14
580,623.94
581,625.85
582,627.22
583,630.1
584,631.34
585,634.02
586,635.12
587,637.44
588,637.95
589,637.98
590,639.89
591,639.96
592,641.12
593,645.05
594,645.78
595,647.74
596,647.91
597,649.37
598,651.22
599,653.04
600,654.36
601,654.39
602,655.47
603,655.53
604,655.97
605,660.78
606,661.09
607,661.2
608,664.21
609,664.59
610,667.34
611,667.42
612,668.76
613,669.75
614,670.31
615,672.44
616,672.93
617,674.29
618,675.13
619,675.98
620,676.73
621,678.19
622,678.58
623,679.86
624,680.31
625,681.07
626,682.89
627,683.04
628,683.53
629,684.6
630,685.52
631,687.45
632,688.28
633,689.04
634,689.62
635,691.68
636,692.34
637,692.55
638,693.16
639,693.18
640,693.36
641,693.92
642,697.9
643,698.19
644,698.58
645,703.74
646,705.61
647,705.8
648,706.29
649,707.81
650,708.48
651,708.72
652,709.12
653,709.68
654,714.16
655,716.27
656,716.92
657,717.04
658,718.54
659,719.21
660,719.81
661,721.71
662,721.76
663,722.56
664,722.79
665,723.12
666,724.6
667,726.01
668,727.53
669,728.74
670,732.99
671,732.99
672,735.01
673,736.8
674,737.9
675,738.12
676,738.92
677,739.51
678,740.04
679,740.59
680,741.97
681,742.06
682,742.37
683,742.84
684,742.85
685,743.32
686,744.11
687,745.34
688,746.31
689,747.26
690,747.58
691,749.51
692,749.94
693,751.66
694,751.81
695,751.99
696,752.03
697,753.15
698,753.66
699,753.83
700,753.94
701,755.54
702,756.05
703,756.2
704,757.21
705,759.01
706,759.18
707,759.56
708,760.07
709,760.66
710,761.4
711,761.45
712,762.41
713,762.47
714,762.6
715,764.79
716,766.02
717,770.5
718,771.48
719,771.6
720,771.89
721,772.51
722,772.87
723,775.74
724,777.63
725,778.19
726,780.87
727,781.08
728,784.93
729,785.03
730,785.57
731,785.67
732,785.84
733,786.57
734,788.64
735,788.93
736,789.14
737,789.36
738,790.45
739,791.87
740,792.01
741,793.15
742,793.45
743,793.68
744,796.02
745,796.92
746,798.46
747,799.04
748,800.46
749,800.6
750,804.14
751,806.18
752,806.22
753,809.8
754,810.26
755,810.36
756,810.39
757,810.89
758,811.65
759,812.08
760,812.79
761,812.94
762,812.98
763,813.76
764,814.05
765,817.56
766,819.63
767,822.63
768,823.94
769,828.91
770,829.35
771,830.43
772,832.57
773,832.84
774,835.37
775,838.01
776,838.8
777,838.83
778,839.07
779,839.62
780,840.23
781,840.25
782,841.1
783,842.42
784,842.61
785,843.11
786,843.18
787,843.37
788,843.61
789,844.47
790,845.36
791,847.75
792,848.91
793,856.49
794,857.34
795,857.36
796,858.85
797,860
798,860.53
799,860.93
800,861
801,862.25
802,863.73
803,863.94
804,864.37
805,865.2
806,865.85
807,867.73
808,868.81
809,869.3
810,869.95
811,871.29
812,871.61
813,872.69
814,873.49
815,874.15
816,874.79
817,874.96
818,875.58
819,879.47
820,880.44
821,883.9
822,885.73
823,885.75
824,886.08
825,890.98
826,891.26
827,892.46
828,895.18
829,895.24
830,895.87
831,900.13
832,902.19
833,902.32
834,903.12
835,903.12
836,903.56
837,906.31
838,911.29
839,911.93
840,912.44
841,913.62
842,914.17
843,914.85
844,915.23
845,916.39
846,917.48
847,919.31
848,920.32
849,921.99
850,922.87
851,922.88
852,926.08
853,931.01
854,931.5
855,931.7
856,932.53
857,932.95
858,933.03
859,936.6
860,939.85
861,942.05
862,942.56
863,942.78
864,947.44
865,948.1
866,948.39
867,950.87
868,950.88
869,954.65
870,955.49
871,955.61
872,956.16
873,956.51
874,959.07
875,959.74
876,960.2
877,962.58
878,963.53
879,966.29
880,968.15
881,969.91
882,971.44
883,972.88
884,973.46
885,973.84
886,974.4
887,974.74
888,976.28
889,977.81
890,977.83
891,980.56
892,981.74
893,981.99
894,983.09
895,983.19
896,986.36
897,987.58
898,987.61
899,987.68
900,989.22
901,990.62
902,990.95
903,992.18
904,993.76
905,995.36
906,996.83
907,997.87
908,998.82
909,999.18
910,1000.51
911,1001.21
912,1001.9
913,1002.39
914,1004.18
915,1006.05
916,1006.52
917,1012.23
918,1012.62
919,1013.2
920,1013.96
921,1014.83
922,1014.94
923,1016.63
924,1016.72
925,1017.34
926,1019.61
927,1020.68
928,1022.95
929,1027.76
930,1029.15
931,1029.19
932,1030.26
933,1030.65
934,1031.28
935,1032.4
936,1033.95
937,1034.83
938,1035.23
939,1035.26
940,1039.95
941,1043.67
942,1044.05
943,1046.17
944,1048.37
945,1050.12
946,1050.84
947,1055.82
948,1057.67
949,1057.76
950,1057.88
951,1057.98
952,1058.87
953,1058.95
954,1059.59
955,1060.67
956,1061.36
957,1061.5
958,1063.86
959,1064.29
960,1065.21
961,1065.99
962,1066.51
963,1067.34
964,1067.72
965,1068.92
966,1070.52
967,1072.68
968,1073.54
969,1073.62
970,1073.95
971,1076.54
972,1076.6
973,1078.53
974,1079.1
975,1079.13
976,1079.69
977,1079.85
978,1079.86
979,1082.11
980,1082.32
981,1082.51
982,1082.54
983,1083.05
984,1083.61
985,1084.07
986,1084.23
987,1084.27
988,1084.91
989,1085.02
990,1089.4
991,1091.1
992,1091.26
993,1093.44
994,1093.54
995,1094.52
996,1095.14
997,1095.93
998,1096.92
999,1097.9
1000,1098.62
1001,1103.26
1002,1107.02
1003,1110.77
1004,1112.72
1005,1112.79
1006,1115.13
1007,1115.94
1008,1116.73
1009,1119.62
1010,1119.7
1011,1121.24
1012,1121.38
1013,1122.12
1014,1125.49
1015,1125.59
1016,1126.34
1017,1126.67
1018,1126.83
1019,1127.69
1020,1128.42
1021,1129.39
1022,1130.22
1023,1132.12
1024,1132.7
1025,1133.6
1026,1135.75
1027,1136.31
1028,1136.57
1029,1138.5
1030,1140.67
1031,1141.54
1032,1142.07
1033,1142.47
1034,1146.13
1035,1147.58
1036,1150.15
1037,1152.09
1038,1152.77
1039,1153.58
1040,1154
1041,1154.7
1042,1156.25
1043,1156.91
1044,1156.93
1045,1157.49
1046,1157.55
1047,1158.18
1048,1158.82
1049,1159.25
1050,1159.8
1051,1161.81
1052,1162.51
1053,1162.56
1054,1163.56
1055,1164.28
1056,1164.35
1057,1164.41
1058,1164.59
1059,1168.88
1060,1169.42
1061,1170.99
1062,1171.57
1063,1173.84
1064,1174.19
1065,1174.7
1066,1178.43
1067,1180.22
1068,1180.5
1069,1180.96
1070,1181.62
1071,1184.57
1072,1186.86
1073,1188.82
1074,1192.12
1075,1192.45
1076,1193.5
1077,1195.59
1078,1195.8
1079,1195.94
1080,1200.1
1081,1203.3
1082,1204.54
1083,1207.83
1084,1209.81
1085,1209.83
1086,1213.93
1087,1214.12
1088,1215.91
1089,1216.4
1090,1216.48
1091,1218.19
1092,1218.71
1093,1219.13
1094,1220.33
1095,1221.27
1096,1222.55
1097,1225.52
1098,1226.12
1099,1226.53
1100,1228.07
1101,1233.18
1102,1234.3
1103,1234.57
1104,1234.71
1105,1236.01
1106,1237.18
1107,1237.88
1108,1238.27
1109,1239.22
1110,1239.88
1111,1239.89
1112,1240.31
1113,1243.44
1114,1243.89
1115,1244.21
1116,1244.84
1117,1245.02
1118,1245.1
1119,1247.18
1120,1248.36
1121,1249.86
1122,1252.64
1123,1252.85
1124,1253.08
1125,1258.42
1126,1258.59
1127,1258.75
1128,1259.8
1129,1259.93
1130,1261.27
1131,1261.78
1132,1264.69
1133,1266.31
1134,1266.88
1135,1271.03
1136,1275.86
1137,1275.91
1138,1276.53
1139,1279.28
1140,1279.84
1141,1286.96
1142,1287.74
1143,1288.52
1144,1289.41
1145,1289.49
1146,1289.95
1147,1289.95
1148,1289.99
1149,1293.59
1150,1294.64
1151,1294.89
1152,1296.22
1153,1298.2
1154,1300.7
1155,1304.46
1156,1304.82
1157,1305.1
1158,1305.65
1159,1305.73
1160,1306.67
1161,1306.73
1162,1307.01
1163,1307.39
1164,1307.82
1165,1307.98
1166,1311.16
1167,1311.93
1168,1311.95
1169,1312.65
1170,1312.79
1171,1315.04
1172,1319.98
1173,1320
1174,1320.02
1175,1323.66
1176,1325.24
1177,1325.43
1178,1326.21
1179,1327.09
1180,1328.18
1181,1330.15
1182,1331.81
1183,1332.83
1184,1333.01
1185,1333.21
1186,1334.22
1187,1334.24
1188,1335.19
1189,1335.49
1190,1335.58
1191,1335.94
1192,1336.05
1193,1337.72
1194,1338.93
1195,1340.78
1196,1345.64
1197,1345.65
1198,1346.39
1199,1347.65
1200,1348.39
1201,1349.14
1202,1351.8
1203,1352.41
1204,1352.51
1205,1352.85
1206,1354.09
1207,1354.4
1208,1355.24
1209,1355.89
1210,1355.97
1211,1356.7
1212,1357.02
1213,1358.49
1214,1359.17
1215,1359.91
1216,1360.94
1217,1362.21
1218,1365.15
1219,1365.69
1220,1368.91
1221,1370.3
1222,1371.45
1223,1371.75
1224,1372.68
1225,1374.27
1226,1375.7
1227,1376.15
1228,1376.31
1229,1376.72
1230,1377.26
1231,1378.01
1232,1379.47
1233,1379.62
1234,1379.64
1235,1380.58
1236,1382.22
1237,1382.44
1238,1384.32
1239,1385.79
1240,1388.04
1241,1390.91
1242,1391.15
1243,1392.12
1244,1394.99
1245,1397.82
1246,1399.81
1247,1400.83
1248,1401.02
1249,1401.53
1250,1403.64
1251,1405.56
1252,1406.92
1253,1407.94
1254,1410.68
1255,1411.25
1256,1412.22
1257,1413
1258,1413.62
1259,1417.95
1260,1420.34
1261,1420.54
1262,1421.08
1263,1425.2
1264,1425.67
1265,1426.71
1266,1426.82
1267,1428.85
1268,1430.03
1269,1431.87
1270,1432.32
1271,1433.75
1272,1434.75
1273,1435.31
1274,1436.4
1275,1437.82
1276,1439.37
1277,1440.04
1278,1440.24
1279,1440.93
1280,1445.73
1281,1449.89
1282,1451.02
1283,1451.87
1284,1452.07
1285,1452.85
1286,1453.04
1287,1453.19
1288,1455.09
1289,1458.73
1290,1460.29
1291,1462.86
1292,1465.69
1293,1467.78
1294,1468.3
1295,1468.9
1296,1469.94
1297,1470.45
1298,1471.12
1299,1471.21
1300,1471.48
1301,1472.02
1302,1472.73
1303,1473.02
1304,1473.56
1305,1475.2
1306,1475.44
1307,1475.68
1308,1476.31
1309,1476.63
1310,1477.42
1311,1477.76
1312,1479.58
1313,1484.22
1314,1484.96
1315,1485.19
1316,1485.88
1317,1486.25
1318,1489.14
1319,1490.17
1320,1490.8
1321,1491.43
1322,1491.64
1323,1495.34
1324,1498.23
1325,1500.74
1326,1501.55
1327,1501.92
1328,1502.24
1329,1502.26
1330,1502.54
1331,1503.11
1332,1505.31
1333,1506.3
1334,1506.69
1335,1507.36
1336,1508.83
1337,1510.36
1338,1511.36
1339,1514.56
1340,1514.9
1341,1515.11
1342,1515.34
1343,1516.24
1344,1517.29
1345,1517.87
1346,1518.65
1347,1518.94
1348,1519.32
1349,1519.73
1350,1520.34
1351,1522.39
1352,1522.75
1353,1523.09
1354,1523.99
1355,1524.97
1356,1526.8
1357,1529.6
1358,1531.17
1359,1531.62
1360,1533.29
1361,1534.15
1362,1534.69
1363,1536.2
1364,1536.72
1365,1536.87
1366,1537.76
1367,1538.98
1368,1540.32
1369,1540.39
1370,1540.82
1371,1541.09
1372,1541.2
1373,1542.02
1374,1543.43
1375,1546.63
1376,1547.82
1377,1549.17
1378,1549.56
1379,1550.88
1380,1552.37
1381,1554.1
1382,1554.75
1383,1556.36
1384,1557.03
1385,1557.32
1386,1557.42
1387,1558.12
1388,1558.2
1389,1558.69
1390,1558.75
1391,1561.12
1392,1562.01
1393,1562.23
1394,1563.56
1395,1566.63
1396,1568.14
1397,1571.19
1398,1571.21
1399,1572.48
1400,1574.97
1401,1575.27
1402,1576.39
1403,1576.88
1404,1576.94
1405,1579
1406,1579.11
1407,1579.47
1408,1580.42
1409,1585.31
1410,1586.01
1411,1586.63
1412,1587.92
1413,1588.15
1414,1588.56
1415,1589.35
1416,1591.79
1417,1593.25
1418,1593.3
1419,1595.38
1420,1595.57
1421,1595.67
1422,1596.57
1423,1596.58
1424,1597.22
1425,1597.23
1426,1597.27
1427,1601.64
1428,1601.92
1429,1602.03
1430,1602.64
1431,1602.88
1432,1607.17
1433,1608.79
1434,1609.32
1435,1609.64
1436,1610.03
1437,1610.2
1438,1610.31
1439,1612.92
1440,1613.82
1441,1615.86
1442,1616.78
1443,1617.94
1444,1618.62
1445,1618.78
1446,1619.1
1447,1619.34
1448,1622.31
1449,1623.22
1450,1625.48
1451,1627.38
1452,1628.19
1453,1628.52
1454,1629.55
1455,1629.69
1456,1630.7
1457,1631.88
1458,1632.06
1459,1632.2
1460,1632.68
1461,1632.93
1462,1634.09
1463,1634.19
1464,1635.52
1465,1637.29
1466,1637.66
1467,1639.67
1468,1639.88
1469,1639.98
1470,1640.48
1471,1640.67
1472,1641.67
1473,1642.21
1474,1642.26
1475,1644.82
1476,1648.14
1477,1650.58
1478,1651
1479,1651.53
1480,1651.63
1481,1652.45
1482,1652.96
1483,1653.53
1484,1656.07
1485,1656.49
1486,1656.85
1487,1658.69
1488,1658.95
1489,1659.15
1490,1660.02
1491,1660.6
1492,1661.59
1493,1661.62
1494,1664.3
1495,1667.32
1496,1667.52
1497,1668.73
1498,1671.71
1499,1673.72
1500,1676.09
1501,1678.71
1502,1678.89
1503,1679.94
1504,1680.1
1505,1680.89
1506,1682.35
1507,1682.96
1508,1683.71
1509,1684.47
1510,1684.91
1511,1684.92
1512,1685.35
1513,1685.7
1514,1688.41
1515,1688.64
1516,1688.84
1517,1688.88
1518,1689.54
1519,1690.45
1520,1690.45
1521,1691.21
1522,1696.39
1523,1697.57
1524,1699.5
1525,1699.84
1526,1701.07
1527,1701.27
1528,1701.33
1529,1701.41
1530,1702.02
1531,1702.74
1532,1704.18
1533,1704.74
1534,1705.03
1535,1705.4
1536,1709.37
1537,1709.71
1538,1710.68
1539,1710.96
1540,1712.94
1541,1713.41
1542,1713.52
1543,1714.55
1544,1715.14
1545,1715.26
1546,1715.93
1547,1719.11
1548,1719.35
1549,1720.35
1550,1720.7
1551,1721.97
1552,1722.71
1553,1724.59
1554,1725.05
1555,1725.26
1556,1725.27
1557,1726.28
1558,1726.28
1559,1726.4
1560,1726.42
1561,1727.08
1562,1727.2
1563,1728.99
1564,1730.83
1565,1731.98
1566,1732.72
1567,1735.89
1568,1736.9
1569,1737.91
1570,1741.21
1571,1742.61
1572,1742.63
1573,1743.84
1574,1744
1575,1745.39
1576,1745.49
1577,1747.82
1578,1748.31
1579,1748.95
1580,1750.73
1581,1750.89
1582,1750.97
1583,1751.69
1584,1753.28
1585,1754.4
1586,1754.87
1587,1757.61
1588,1757.63
1589,1758.27
1590,1759.72
1591,1760.62
1592,1762.08
1593,1762.16
1594,1762.99
1595,1764.98
1596,1764.98
1597,1765.78
1598,1767.14
1599,1768.48
1600,1769.96
1601,1770.93
1602,1771.69
1603,1772.61
1604,1772.65
1605,1776.03
1606,1776.61
1607,1778.82
1608,1779.54
1609,1781.08
1610,1781.32
1611,1781.53
1612,1781.74
1613,1782.65
1614,1787.88
1615,1788.35
1616,1789.56
1617,1791.01
1618,1791.81
1619,1791.94
1620,1792.74
1621,1793.7
1622,1794.76
1623,1794.97
1624,1796.93
1625,1798.18
1626,1799.47
1627,1800.5
1628,1800.92
1629,1802.03
1630,1802.48
1631,1803.03
1632,1804.67
1633,1805.22
1634,1805.37
1635,1806.29
1636,1806.9
1637,1807.27
1638,1807.47
1639,1808.09
1640,1808.79
1641,1808.79
1642,1809.81
1643,1809.92
1644,1812.54
1645,1813.18
1646,1813.37
1647,1814.64
1648,1815.18
1649,1815.44
1650,1815.98
1651,1819.24
1652,1820.82
1653,1822.38
1654,1822.93
1655,1824.39
1656,1825.13
1657,1827
1658,1827.12
1659,1828.07
1660,1829.11
1661,1830.06
1662,1830.64
1663,1830.9
1664,1832.68
1665,1833.47
1666,1833.53
1667,1833.87
1668,1834.48
1669,1836.66
1670,1837.7
1671,1837.74
1672,1837.81
1673,1839.09
1674,1840.45
1675,1841.49
1676,1841.79
1677,1843.09
1678,1846.32
1679,1846.42
1680,1848.7
1681,1849.45
1682,1852.14
1683,1852.53
1684,1853.35
1685,1854.74
1686,1854.84
1687,1854.97
1688,1855.48
1689,1855.84
1690,1856.28
1691,1857.51
1692,1858.31
1693,1858.48
1694,1859.58
1695,1860.17
1696,1861.14
1697,1861.42
1698,1861.56
1699,1862.37
1700,1865.56
1701,1865.85
1702,1866.18
1703,1867.04
1704,1867.57
1705,1868.58
1706,1869.16
1707,1869.56
1708,1869.64
1709,1871.75
1710,1873.13
1711,1874.52
1712,1874.89
1713,1875.02
1714,1875.06
1715,1876.07
1716,1876.07
1717,1876.92
1718,1877.9
1719,1880.44
1720,1882.07
1721,1882.29
1722,1885.7
1723,1886.08
1724,1886.39
1725,1886.84
1726,1887.7
1727,1889.87
1728,1890.03
1729,1890.27
1730,1891.75
1731,1892.72
1732,1893.92
1733,1894.65
1734,1895.25
1735,1896.39
1736,1897.89
1737,1898.01
1738,1899.73
1739,1902.14
1740,1903.03
1741,1903.04
1742,1904.19
1743,1904.44
1744,1905.1
1745,1905.11
1746,1905.3
1747,1906.36
1748,1907.12
1749,1907.8
1750,1908.99
1751,1912.89
1752,1913.83
1753,1914.25
1754,1914.46
1755,1914.49
1756,1914.99
1757,1916.25
1758,1919.16
1759,1920.43
1760,1921.14
1761,1921.48
1762,1921.87
1763,1922.28
1764,1922.91
1765,1923.55
1766,1923.88
1767,1924.26
1768,1924.58
1769,1925.51
1770,1926.33
1771,1926.81
1772,1926.91
1773,1927.05
1774,1928.27
1775,1928.36
1776,1928.88
1777,1930.92
1778,1932.05
1779,1935.83
1780,1937.82
1781,1938.77
1782,1940.37
1783,1940.77
1784,1941.54
1785,1944.05
1786,1944.99
1787,1946.74
1788,1946.87
1789,1947.34
1790,1949.79
1791,1949.82
1792,1951.64
1793,1952.46
1794,1952.78
1795,1956
1796,1956.27
1797,1958.16
1798,1958.18
1799,1958.32
1800,1960.05
1801,1960.42
1802,1960.48
1803,1961.97
1804,1962.26
1805,1962.55
1806,1964.19
1807,1964.86
1808,1965.37
1809,1966.41
1810,1966.88
1811,1968.06
1812,1969.44
1813,1970.23
1814,1970.48
1815,1971.18
1816,1971.34
1817,1972.04
1818,1972.09
1819,1973.86
1820,1975.53
1821,1976.09
1822,1977.6
1823,1978.79
1824,1983.24
1825,1983.7
1826,1983.81
1827,1988
1828,1988.98
1829,1994.61
1830,1996.06
1831,1996.91
1832,1997.56
1833,1997.64
1834,2001.4
1835,2001.72
1836,2002.45
1837,2003.11
1838,2004.69
1839,2005.52
1840,2005.81
1841,2008.69
1842,2009.37
1843,2010.04
1844,2010.98
1845,2011.13
1846,2013.04
1847,2015.16
1848,2015.74
1849,2016.97
1850,2018.05
1851,2019.1
1852,2019.34
1853,2021.23
1854,2023.26
1855,2025.22
1856,2028.02
1857,2028.23
1858,2029.07
1859,2032.32
1860,2033.46
1861,2033.91
1862,2035.07
1863,2035.39
1864,2035.53
1865,2036.35
1866,2037.72
1867,2039.75
1868,2040.03
1869,2042.15
1870,2043.67
1871,2044.31
1872,2044.59
1873,2044.66
1874,2046.56
1875,2046.82
1876,2050.59
1877,2050.71
1878,2052.14
1879,2055.97
1880,2057.65
1881,2057.83
1882,2058.3
1883,2058.69
1884,2059.52
1885,2059.66
1886,2059.77
1887,2060.81
1888,2061.57
1889,2062.03
1890,2063.56
1891,2063.86
1892,2065.13
1893,2065.45
1894,2066.11
1895,2066.68
1896,2066.74
1897,2068.71
1898,2070.78
1899,2071.4
1900,2072.21
1901,2073.57
1902,2074.87
1903,2075.11
1904,2075.36
1905,2075.5
1906,2076.11
1907,2076.8
1908,2077.07
1909,2077.36
1910,2077.75
1911,2080.12
1912,2080.72
1913,2080.76
1914,2080.93
1915,2081.26
1916,2081.33
1917,2081.89
1918,2082.87
1919,2083.68
1920,2084.18
1921,2084.48
1922,2085.73
1923,2087.73
1924,2087.94
1925,2088.43
1926,2088.75
1927,2089.22
1928,2090.5
1929,2090.76
1930,2090.91
1931,2091.37
1932,2091.59
1933,2094.11
1934,2095.33
1935,2096.96
1936,2096.97
1937,2097.17
1938,2098.37
1939,2098.47
1940,2099.11
1941,2100.06
1942,2100.57
1943,2102.08
1944,2103.09
1945,2104.02
1946,2105.35
1947,2105.84
1948,2106.14
1949,2106.3
1950,2107.05
1951,2110.11
1952,2110.37
1953,2111.44
1954,2112.95
1955,2113.86
1956,2116.72
1957,2117.82
1958,2118.39
1959,2118.95
1960,2120.44
1961,2120.88
1962,2123.23
1963,2123.49
1964,2124.21
1965,2124.9
1966,2125.48
1967,2125.56
1968,2126.03
1969,2128.42
1970,2128.62
1971,2129.56
1972,2130.78
1973,2131.17
1974,2133.04
1975,2137.06
1976,2138.45
1977,2138.49
1978,2138.77
1979,2138.82
1980,2139.3
1981,2140.48
1982,2141.77
1983,2144.68
1984,2144.89
1985,2145
1986,2146.11
1987,2149.31
1988,2149.89
1989,2150.5
1990,2151.13
